+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
|       Launch Clock       |      Capture Clock       |                                                 Pin                                                      |
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][697]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][665]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                  design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[1][4]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                 design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[24][4]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][385]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][617]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][288]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][296]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[38].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[0]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][366]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[16].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[13]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][660]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][395]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[39].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[11]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][649]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][610]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[32].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[7]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[24][13]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][675]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[25][13]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[26][12]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                 design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[17][3]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][719]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][604]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                 design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[27][9]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][246]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                 design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[24][9]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[6].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[3]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[34].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[13]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][411]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                 design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[22][2]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][691]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                  design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[2][7]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[24].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[8]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[24].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[1]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                 design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[21][2]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][284]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][523]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][419]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][436]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][348]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][380]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][396]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                  design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[2][0]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][524]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[27][12]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][559]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                 design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[22][1]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[20].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[1]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][667]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                  design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[2][6]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                 design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[24][5]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][387]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                 design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[25][2]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                 design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[23][2]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[24].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[0]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][280]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][661]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][670]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][375]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[22][10]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][551]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][619]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][244]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[38].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[1]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][390]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][358]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][605]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][593]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[20][11]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][545]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][519]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                 design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[2][13]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                 design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[23][9]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][537]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][651]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][360]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][437]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][381]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][349]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[39].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[6]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][525]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][290]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                 design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[20][6]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[31].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[8]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[39].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[7]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][664]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[30].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[2]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[30].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[0]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][384]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[34][12]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[10].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[2]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][241]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][662]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[24].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[9]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][245]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[30].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[1]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                 design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[27][0]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                  design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[1][2]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                 design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[22][7]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[20].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[12]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][572]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][696]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                 design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[26][9]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][285]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][353]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][397]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][264]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[39].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[4]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][616]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[41].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[12]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][567]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][547]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                 design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[33][2]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                 design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[25][5]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[41].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[13]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][496]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][522]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[28][12]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[33].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[8]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][595]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][539]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[34][11]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][263]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                 design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[10][7]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][648]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][305]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][457]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][459]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[31].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[9]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][465]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][409]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][307]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[12].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[10]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][282]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                 design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[1][11]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                 design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[2][12]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][573]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                      design_1_i/ila_0/U0/ila_core_inst/shifted_data_in_reg[7][362]_srl8/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[30].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[10]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |design_1_i/ila_0/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[20].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[13]/D|
| clk_12mhz_design_1_clk_wiz_1_0_1 |               clk_fpga_0 |                                  design_1_i/PS_Interface_TOP_0/U0/inst_PS_Interface/sampleADC_reg[7][1]/D|
